course_id,catalogue_id,course_name,course_name_short,department_name,course_description,units,grading_type,grade_requirement,prerequisites,corequisites,pre_co_requisites,misc_lab,GE_area,course_level,course_notes
119686,13,SCED 285 - Seminar,SCED 285,SCED,"Provides a format for the presentation and discussion of original work by faculty, guest investigators and graduate students.",3 unit(s),Letter Graded,C-,,,,,,Upper,
119687,13,SCED 298 - Research,SCED 298,SCED,"Project development for MS Science Education students, to be carried out under direct supervision of a faculty member and committee. Seminar presentation required upon final completion of project.",1-6 unit(s),Mandatory Credit/No Credit/RP,C-,,,,,,Upper,
119688,13,SCED 174 - Science Pedagogy for Learning Assistants,SCED 174,SCED,"Learning Assistants (LAs) investigate how people learn and how to support learning as they are immersed in teaching roles in the San Jos\xe9 community. Integrates educational theory, pedagogy, content, and practice by focusing on practical concerns and theoretical models of learning.",3 unit(s),Letter Graded,C-,Instructor consent.,,,,,Upper,
119689,13,SCED 1290R - Culminating Experience Supervision,SCED 1290R,SCED,Continued Work on Thesis,1 unit(s),Credit/No Credit/No Degree Credit,C-,Outstanding RP grade in a preceding semester in a project or thesis class.,,,,,Lower,No Degree Credit.
119690,13,SCED 297 - Science Education Research,SCED 297,SCED,Research in science education under the supervision of a faculty member associated with the science education program.,1-3 unit(s),Credit/No Credit,C-,,,,,,Upper,
119691,13,CHEM 100W - Writing Workshop: Chemical Communications,CHEM 100W,CHEM,Improvement of skills in scientific writing and speaking.,3 unit(s),Letter Graded,C-,"CHEM 55 or CHEM 112A (with grades of \u201cC\u201d or better; \u201cC-\u201d not accepted). A3 or equivalent second semester composition course (with a grade of C- or better); completion of core GE; satisfaction of Writing Skills Test or completion of ENGL 100A / LLD 100A with C or better; and upper division standing. Allowed Declared Majors: Chemistry, Biochemistry. Or Graduate or Postbaccalaureate level.",,,,Writing in the Disciplines (WID).,Upper,Must be passed with C or better to satisfy the CSU Graduation Writing Assessment Requirement (GWAR).
119692,13,SCI 1 - Academic Excellence Workshop,SCI 1,SCI,Cooperative learning activity to accompany selected College of Science courses and sections.,1-2 unit(s),Credit/No Credit,C-,,Enrollment in course and section accompanying workshop.,,Activity 4 hours.,,Lower,No credit toward requirements of the major or requirements of the minor for any science major or minor. May be used for university electives.
119693,13,COMM 100W - Writing Workshop: Writing for Influence,COMM 100W,COMM,"Current conventions and forms of exposition, argument and persuasion. Writing for the general and specialized audience from the thesis statement approach.",3 unit(s),Letter Graded,C-,"A3 or equivalent second semester composition course (with a grade of C- or better); completion of core GE; satisfaction of Writing Skills Test or completion of ENGL 100A / LLD 100A with C or better; and upper division standing. Allowed Declared Majors: Speech Communication, Communication Disorders, Speech Pathology, Business. Or Graduate or Postbaccalaureate level.",,,,Writing in the Disciplines (WID).,Upper,Must be passed with C or better to satisfy the CSU Graduation Writing Assessment Requirement (GWAR).
119694,13,SCI 1003 - Workshop Facilitator Training,SCI 1003,SCI,Practical collaborative education theory and techniques for academic excellence workshop facilitators. Repeatable:  Repeatable for credit.,1 unit(s),Credit/No Credit/No Degree Credit,C-,Current appointment as AEW Facilitator.,,,,,Lower,No Degree Credit.
119695,13,SCI 180 - Individual Studies,SCI 180,SCI,"Work, under guidance, in special fields. Repeatable: Repeatable for credit.",1-4 unit(s),Credit/No Credit,C-,Instructor consent.,,,,,Upper,
119696,13,SCI 184 - Directed Reading,SCI 184,SCI,"Assigned readings of selected books, journals and special papers chosen to fill gaps in training or to introduce new fields. Evaluation through weekly reports and conferences.",1-4 unit(s),Credit/No Credit,C-,Instructor consent.,,,,,Upper,
119697,13,SCI 299 - Master&#8217;s Thesis,SCI 299,SCI,"Thesis development for Plan A MA Natural Science students, to be carried out under direct supervision of a faculty member and committee. Seminar presentation required upon final completion of thesis. Repeatable: Repeatable for credit.",1-6 unit(s),Mandatory Credit/No Credit/RP,C-,Admission to candidacy for the master\u2019s degree and selection of a thesis committee.,,,,,Upper,
119698,13,SCI 110 - Global Themes of Science,SCI 110,SCI,"The themes of energy, evolution, and systems &amp; interactions are used to examine conceptual connections between biological, earth and physical sciences. Emphasis will be given to Next Generation Science Standards-aligned strategies best suited to teach these unifying global themes of science.",3 unit(s),Letter Graded,C-,BIOL 21; GEOL 103 or Instructor consent.,,,,,Upper,
119699,13,SCI 105 - Integrated Science Teacher Enhancement,SCI 105,SCI,"A thematic approach to the study of relevant topics and concepts in integrated science. Development of inquiry-based, hands-on classroom activities in integrated science.",1-3 unit(s),Credit/No Credit,C-,Teacher credential and/or instructor consent.,,,,,Upper,
119700,13,SCI 90 - Success as Transfer Students,SCI 90,SCI,"Emphasis on development of study skills, time management, and personal growth needed to transition from community college to university. Orientation to SJSU policies and procedures; and degree and career options. Guest lecturers, peer advisors, and community building.",2-3 unit(s),Letter Graded,C-,,,,Lecture 1 hour/activity 2 hours/recitation 1 hour.,,Lower,
119701,13,SCI 75 - Fundamentals of Leadership and Career Accelerator,SCI 75,SCI,"This course is a foundational course designed to begin preparing students in their sophomore year or first year of transfer to SJSU to practice the leadership habits of mind and workplace skills needed to thrive in 21st century workplaces. Given the increasingly competitive, and globalized job marketplace, this course enables participants to cycle through rounds of interactive experiences and practice to acquire &#8220;hard&#8221; and &#8220;soft&#8221; skills needed to succeed. Students will apply these skills in real-life leadership situations and build meaningful networks of peers and adults, all while activating their personal assets and deepening their sense of self and community.",3 unit(s),Letter Graded,C-,ENGL 1A,,,2 hours lecture/ 2 hours lab,,Lower,
119702,13,SCI 101 - Leadership and Career Accelerator,SCI 101,SCI,"Prepares students for the increasingly competitive, globalized job marketplace. Through online, peer learning, interactive experiences, and reflection, students build meaningful networks, discover their innate leadership, and cultivate the hard&#8221; and &#8220;soft&#8221; skills and habits of mind needed to thrive in twenty-first century workplaces and make positive impact through their careers upon graduation. Aimed at students in their sophomore or junior year or first year of transfer, though all students of all majors can participate.",3 unit(s),Letter Graded,C-,ENGL 1A or ENGL 1AS with a grade of \u201cC-\u201d or better or complete GE Area A2 with a grade of \u201cC-\u201d or better.,,,,,Upper,Why take UNVS 101?
119703,13,CS 100W - Technical Writing Workshop,CS 100W,CS,"Advanced writing through preparation of technical reports and presentations. Improving skills for writing subject-related reports, project proposals and personal resumes through practice and evaluation. Course assignments will be related to issues concerning careers in computer science.",3 unit(s),Letter Graded,C-,A3 or equivalent second semester composition course (with a grade of C- or better); completion of core GE; satisfaction of Writing Skills Test or completion of ENGL 100A / LLD 100A with C or better; and upper division standing. Or Graduate or Postbaccalaureate level.,,,,Writing in the Disciplines (WID).,Upper,Must be passed with C or better to satisfy the CSU Graduation Writing Assessment Requirement (GWAR).
119704,13,SCWK 10 - Introduction to Social Welfare and Social Work,SCWK 10,SCWK,"Social welfare institutions and the social work profession: its development, knowledge base, value system and specific areas of direct practice.",3 unit(s),Letter Graded,C-,,,,,,Lower,
119705,13,SCWK 110 - Foundations of Social Work Practice,SCWK 110,SCWK,"Introduction to the history, mission, values, skills and knowledge base of generalist social work practice within a transcultural perspective. Focus on social work practice with emphasis on those populations-at-risk who are disenfranchised and marginalized.",3 unit(s),Letter Graded,C-,"Junior standing, Social Work majors only.",,,,,Upper,
119706,13,SCWK 111 - Generalist Social Work Practice I,SCWK 111,SCWK,"Knowledge, values and skills for generalist social work practice utilizing problem-solving methods with systems of all sizes. Focus on developing professional relationships, defining issues, communication skills, collecting data and assessing individuals from diverse backgrounds interacting with their environments.",3 unit(s),Letter Graded,C-,"SCWK 110, SCWK 120, SCWK 130, SCWK 140. Allowed Declared Majors: Social Work.",SCWK 141.,,,,Upper,
119707,13,SCWK 112 - Generalist Practice II,SCWK 112,SCWK,"Knowledge, values and skills for generalist social work practice with emphasis on families, groups, organizations and communities. Focus on transactions to optimize social well-being and empowerment of individuals, families and communities utilizing strengths and transcultural perspectives.",3 unit(s),Letter Graded,C-,SCWK 111 (with a grade of \u201cC\u201d or better).,SCWK 142.,,,,Upper,
119708,13,SCWK 120 - Social Welfare Institutions and Policies I,SCWK 120,SCWK,"Development of social work as a profession, including mission, values, ethics. Development and changes in the philosophy, legislative base and structures for social services as these affect social and economic justice and impact health and well-being.",3 unit(s),Letter Graded,C-,Junior standing and Social Work majors only.,,,,,Upper,
119709,13,SCWK 121 - Social Welfare Institutions and Policies II,SCWK 121,SCWK,"Methodology and framework for analyzing social policy and understanding institutional discrimination, particularly related to populations-at-risk and other disenfranchised groups. Political and organizational processes to influence policy development.",3 unit(s),Letter Graded,C-,"SCWK 120, junior standing, Social Work majors only.",,,,,Upper,
119710,13,SCWK 130 - Human Behavior in the Social Environment I,SCWK 130,SCWK,Theories and knowledge of bio-psycho-social development from birth to old age. The dynamics of interacting social systems and culture on human development. Theories and research on risk and resilience. Human diversity and populations-at-risk emphasized.,3 unit(s),Letter Graded,C-,"Junior standing, Social Work majors only.",,,,,Upper,
119711,13,SCWK 131 - Human Behavior in the Social Environment II,SCWK 131,SCWK,"Theories and knowledge about families, groups, organizations, and communities from a systems perspective. The impact of discrimination, economic deprivation and oppression on populations-at-risk. Emphasis on the promotion of optimal health and well-being.",3 unit(s),Letter Graded,C-,"junior standing., Social Work majors only.",,,,,Upper,
119712,13,SCWK 140 - Introduction to Field Practicum,SCWK 140,SCWK,Direct involvement with community services to provide the student with exposure to clients/client systems prior to Field Practicum I. Six to eight hours weekly in community-based agencies and on-campus seminars.,3 unit(s),Credit/No Credit,C-,,,SCWK 110 and Social Work majors only.,,,Upper,
119713,13,SCWK 141 - Field Practicum I,SCWK 141,SCWK,"Generalist social work practice with individuals, families and communities from a transcultural perspective in an agency under supervision. Sixteen hours per week required in placement.",2-5 unit(s),Credit/No Credit,C-,"SCWK 110, SCWK 120, SCWK 130 and SCWK 140. Allowed Declared Majors: Social Work.",SCWK 111.,,,,Upper,
119714,13,SCWK 142 - Field Practicum II,SCWK 142,SCWK,"Generalist social work practice in an agency setting continued. Emphasis on individuals, small groups and communities from a transcultural perspective. Sixteen hours per week required in placement.",2-5 unit(s),Credit/No Credit,C-,SCWK 111 and SCWK 141. Allowed Declared Majors: Social Work.,SCWK 112.,,,,Upper,
119715,13,SCWK 170 - Introduction to Research Methods,SCWK 170,SCWK,"Scientific and analytic approaches to building knowledge for social work practice, including ethical issues in social research. Evaluation of service delivery systems using qualitative and quantitative research methodologies.",3 unit(s),Letter Graded,C-,"SCWK 110, SCWK 120, and SCWK 130. Social Work majors only.",,STAT 95.,,,Upper,
119716,13,SCWK 175 - Social Work Senior Seminar,SCWK 175,SCWK,"An integrative capstone seminar reviewing current trends, problems and issues confronting the profession. Developments and challenges in California and the country for BA level generalist practitioners evaluated in light of the student&#8217;s own personal and professional goals.",3 unit(s),Letter Graded,C-,,,"Social Work majors only; must be taken concurrently with SCWK 112 and SCWK 142; or taken in the semester immediately following completion of SCWK 142, and all other Social Work courses must have been completed.",,,Upper,
119717,13,SCWK 180 - Individual Studies,SCWK 180,SCWK,Individual work on special topics by arrangement.,1-4 unit(s),Credit/No Credit,C-,Department major.,,,,,Upper,
119718,13,SCWK 192 - Social Work with Families,SCWK 192,SCWK,"Exploration of various family forms, cultural factors and dynamics influencing family interaction with agencies and community. Practice strategies include assessment, defining strengths and focusing on interventions to promote health and well-being.",3 unit(s),Letter Graded,C-,"SCWK 110, SCWK 120 or SCWK 130 (or equivalent).",,,,,Upper,
119719,13,SCWK 202 - Social Policy and Services: History and Values,SCWK 202,SCWK,"History of social welfare and work with emphasis on diverse populations, particularly Latinos/as, African Americans and Asian Americans. Social policy and social work values in relation to practice issues and social services.",3 unit(s),Letter Graded,C-,,,,,,Upper,
119720,13,SCWK 204 - Social Policy Analysis,SCWK 204,SCWK,Frameworks for analyzing social policies using principles of social and economic justice. The role of policy in helping or deterring people in attaining well-being. Focus on diverse populations and populations-at-risk.,3 unit(s),Letter Graded,C-,SCWK 202.,,,,,Upper,
119721,13,DSGN 100W - Writing Workshop: Design,DSGN 100W,DSGN,"Advanced writing course for design majors, based upon philosophical issues and current professional practices in design. Clear analytical and critical writing in examination of these topics.",3 unit(s),Letter Graded,C-,A3 or equivalent second semester composition course (with a grade of C- or better); Completion of core GE; satisfaction of Writing Skills Test or completion of ENGL 100A / LLD 100A with C or better; and upper division standing. Or Graduate or Postbaccalaureate level.,,,,Writing in the Disciplines (WID).,Upper,Must be passed with C or better to satisfy the CSU Graduation Writing Assessment Requirement (GWAR).
119722,13,ECON 100W - Writing Workshop: Economic Reports,ECON 100W,ECON,"Writing skills appropriate to majors in economics of lucid expression in essays, reports and other types of communication.",4 unit(s),Letter Graded,C-,A3 or equivalent second semester composition course (with a grade of C- or better); completion of core GE; satisfaction of Writing Skills Test or completion of ENGL 100A / LLD 100A with C or better; ECON 1A and ECON 1B; and upper division standing. Or Graduate or Postbaccalaureate level.,,,,Writing in the Disciplines (WID).,Upper,Must be passed with C or better to satisfy the CSU Graduation Writing Assessment Requirement (GWAR).
119723,13,SCWK 220 - Transcultural Generalist Practice I,SCWK 220,SCWK,"Transcultural generalist practice with client systems, particularly individuals and families, at micro, mezzo and macro levels. Assessment, planning and implementing interventions within a professional relationship, utilizing a strengths perspective, focusing on Latinos/as, African Americans and Asian Americans.",3 unit(s),Letter Graded,C-,,SCWK 230.,,,,Upper,
119724,13,SCWK 221 - Transcultural Generalist Practice II,SCWK 221,SCWK,"Transcultural generalist practice with client systems, particularly groups, organizations and communities to enhance well-being. Approaches and skills to ameliorate conditions affecting people adversely, particularly those of diverse backgrounds and populations-at-risk. Emphasis on promoting social and economic justice.",3 unit(s),Letter Graded,C-,SCWK 220 and SCWK 230.,,,,,Upper,
119725,13,SCWK 222 - Transcultural Advanced Generalist Practice I: Family Systems Focus,SCWK 222,SCWK,"Transcultural advanced generalist practice with an emphasis on family systems, diverse cultural patterns and varying family forms. Assessment of multi-system interactions with communities and organizations, focusing on enhancing the health and well-being of marginalized populations and populations-at-risk.",3 unit(s),Letter Graded,C-,SCWK 221.,SCWK 232.,,,,Upper,
119726,13,SCWK 223 - Transcultural Advanced Generalist Practice II: Community Systems Focus,SCWK 223,SCWK,"Methods of community intervention at multiple levels focused on empowerment and developing the strengths of diverse groups, particularly Latino/a, African American, Asian American and other oppressed and marginalized populations. Includes community social work, assessment and interventions.",3 unit(s),Letter Graded,C-,SCWK 221.,,,,,Upper,
119727,13,SCWK 224 - Advanced Generalist Practice With Spanish Speaking Populations,SCWK 224,SCWK,"Analysis of culturally relevant services to linguistic minority Spanish-speaking population from a transcultural generalist perspective. Skills to include Spanish language interventions appropriate for cultural access, appropriate assessment, individual, family and group interventions and advocacy for client systems at all levels.",3 unit(s),Letter Graded,C-,SCWK 221.,,,,,Upper,
119728,13,SCWK 230 - Social Work Practicum I,SCWK 230,SCWK,"Development of transcultural practice skills with families, groups and individuals in their social contexts. Emphasis on developing professional roles and relationships, applying multi-system assessment and interventions, particularly with Latino/a, African American and Asian American clients/client systems.",1-6 unit(s),Credit/No Credit,C-,Allowed Declared Majors: Social Work.,SCWK 220.,,,,Upper,
119729,13,SCWK 231 - Social Work Practicum II,SCWK 231,SCWK,"Development of skills to differentially assess the strengths and capacities of interacting individuals, families, groups, organizations and communities. Application, termination and evaluation of problem-solving interventions from a transcultural generalist practice perspective.",1-6 unit(s),Credit/No Credit,C-,SCWK 230. Allowed Declared Majors: Social Work.,SCWK 221.,,,,Upper,
119730,13,SCWK 232 - Social Work Practicum III,SCWK 232,SCWK,"Development of advanced generalist practice skills with individuals, families, groups, organizations and communities from a transcultural perspective emphasizing family, community and policy practice. Development of skill to use self effectively with diverse clients, colleagues and community members from various backgrounds.",1-6 unit(s),Credit/No Credit,C-,SCWK 231. Allowed Declared Majors: Social Work.,Advanced Courses.,,,,Upper,
119731,13,SCWK 233 - Social Work Practicum IV,SCWK 233,SCWK,"Development of advanced generalist practice skills with the aged, children and youth, health/mental health or educational settings. Developing culturally competent skills to assess, plan, implement and evaluate interventions from transcultural and strengths perspectives to address family and community well-being.",1-6 unit(s),Mandatory Credit/No Credit/RP,C-,SCWK 232. Allowed Declared Majors: Social Work.,Advanced Courses.,,,,Upper,
119732,13,SCWK 240 - Research Methods and Design,SCWK 240,SCWK,"Scientific method and problems of knowledge. Basic concepts and models of research methodology, qualitative research, program and practice evaluation in social work. Critical analysis of existing research on ethnic minorities and other populations-at-risk.",3 unit(s),Letter Graded,C-,,,,,,Upper,
119733,13,"SCWK 242 - Research Methods, Data Analysis and Evaluation",SCWK 242,SCWK,Basic concepts and models for research methodology applied to the analysis of data in social work. Emphasis on quantitative analysis using microcomputers.,3 unit(s),Letter Graded,C-,SCWK 240.,,,,,Upper,
119734,13,SCWK 245 - Management in Human Services,SCWK 245,SCWK,"The organization and continuous operation of services delivery systems including the functions of management, decision-making, communication, authority, delegation, planning and staffing.",3 unit(s),Letter Graded,C-,,,,,,Upper,An elective.
119735,13,SCWK 250 - Policy Practice in Health and Aging,SCWK 250,SCWK,"Critical analysis of the impact of policies related to health and aging particularly those who are Latino/a, African American and Asian American. Assessment of organizations and policy implementation. Development of strategies to promote well-being and social change.",3 unit(s),Letter Graded,C-,SCWK 204.,,,,,Upper,
119736,13,SCWK 251 - Social Work in Health and Aging,SCWK 251,SCWK,"Knowledge and skill development for practice from a transcultural multi-systems perspective in aging and health care settings. Emphasis on Latino, African American, Asian American, and other diverse client systems. Conceptual frameworks for practice at micro, mezzo, and macro levels.",3 unit(s),Letter Graded,C-,SCWK 220 and SCWK 221.,,,,,Upper,
119737,13,SCWK 260 - Policy Practice in Child and Family Welfare,SCWK 260,SCWK,"Critical analysis of the impact of social policies on children and families, particularly those who are Latino/a, African American and Asian American. Assessment of organizational structures and policy implementation. Development of strategies to promote well-being and social change.",3 unit(s),Letter Graded,C-,SCWK 204.,,,,,Upper,
119738,13,SCWK 261 - Social Work Practice with Children,SCWK 261,SCWK,Skills and knowledge in working with high-risk children and families from an advanced generalist perspective. Focus on understanding of child and family development as well as assessment and intervention at various levels in a transcultural context.,3 unit(s),Letter Graded,C-,SCWK 221.,,,,,Upper,An elective.
119739,13,SCWK 262 - Social Work Practice with Adolescents,SCWK 262,SCWK,Skills and knowledge in working with diverse populations of high-risk adolescents from an advanced generalist perspective. Focus on understanding adolescent and family development as well as assessments and interventions at various levels in a transcultural context.,3 unit(s),Letter Graded,C-,SCWK 221.,,,,,Upper,An elective.
119740,13,SCWK 263 - Social Work and the Law,SCWK 263,SCWK,"Analytical skills to understand the legal system, its functions, organization, jurisdiction and case processing methods. An examination of the legal environment of social work practice in selected settings: domestic violence, child abuse and neglect, sexual abuse and education.",3 unit(s),Letter Graded,C-,,,,,,Upper,An elective.
119741,13,SCWK 280 - Policy Practice in Mental Health,SCWK 280,SCWK,"Critical analysis of the impact of mental health policies on populations-at-risk, particularly those who are Latina/o, African American, and Asian American. Assessment of organizations and policy implementation. Development of strategies to promote well-being and social change.",3 unit(s),Letter Graded,C-,SCWK 204.,,,,,Upper,
119742,13,SCWK 281 - Social Work in Mental Health,SCWK 281,SCWK,"Knowledge and skill development for advanced generalist practice in mental health settings. Emphasis on Latino/a, African American and Asian American clients/client systems interacting with service delivery systems. Conceptual frameworks for practice at micro, mezzo and macro levels. Social Work program elective.",3 unit(s),Letter Graded,C-,SCWK 221.,,,,,Upper,
119743,13,SCWK 283 - Psychopharmacology for Social Workers,SCWK 283,SCWK,"Historical trends and specific cultural, ethnic, gender and age related issues of alcohol and drug use are presented. Psychotherapeutic drugs and the pharmacologic basis of medicines for psychiatric disorders and culturally competent treatment interventions for substance abuse will be discussed. Social Work program elective.",3 unit(s),Letter Graded,C-,,,,,,Upper,
119744,13,SCWK 285 - Social Work and Social Problems,SCWK 285,SCWK,Examination of selected social problems related to the direct practice of social work that focus on in-depth knowledge of the problems and of the required direct practice skills and techniques.,3 unit(s),Letter Graded,C-,,,,,,Upper,An elective.
119745,13,SCWK 287 - Advanced Generalist Practice in Substance Abuse,SCWK 287,SCWK,"An examination of clinical, policy, and practice issues regarding abuse and dependence of alcohol and other drugs. Analysis and utilization of micro, mezzo and macro considerations related to prevention, harm reduction, drug policies, and current intervention models and treatment approaches.",1-3 unit(s),Letter Graded,C-,,,,,,Upper,An elective.
119746,13,SCWK 298B - Special Study B,SCWK 298B,SCWK,Planning and implementation of research emphasizing culturally appropriate measures and design strategies. Students continue their work from ScWk 298 A to produce a professionally written project demonstrating an understanding of the knowledge base underlying social work issues and appropriate interventions.,1-4 unit(s),Mandatory Credit/No Credit/RP,C-,SCWK 298A.,,,,,Upper,
119747,13,SCWK 299 - Master&#8217;s Thesis,SCWK 299,SCWK,Repeatable for a total of 4 units.,1-4 unit(s),Mandatory Credit/No Credit/RP,C-,Admission to candidacy for the master\u2019s degree; approval of the college\u2019s research committee.,,,,,Upper,
119748,13,ENGL 100W - Writing Workshop,ENGL 100W,ENGL,"Integrated writing and literature course to develop advanced proficiency in college-level reading and writing that broadens and deepens understanding of forms and genres, audiences, and purposes of college writing developed in lower-division composition courses while developing mastery of the discourse and methods specific to the field of English literary studies. Repeated practice in close reading of literary texts, writing and revising informal and formal essays of literary analysis, and peer review of other students writing.",4 unit(s),Letter Graded,C-,"A3 or equivalent second semester composition course (with a grade of C- or better); completion of core GE; satisfaction of Writing Skills Test or completion of ENGL 100A / LLD 100A with C or better; and upper division standing. Allowed Declared Majors: All College of Humanities & Arts majors, Nursing, Occupational Therapy, Public Health, Nutritional Science, Math, Physics, Chemistry, Meteorology, Geology, Special Majors, Social Work, Environmental Studies. Or Graduate or Postbaccalaureate level.",,,,Writing in the Disciplines (WID).,Upper,Must be passed with C or better to satisfy the CSU Graduation Writing Assessment Requirement (GWAR). Required of all English majors before they achieve senior standing.
119749,13,SCWK 272 - Social Work in Educational Settings,SCWK 272,SCWK,"Examines the promotion of well-being and social change, with emphasis on attainment of educational goals. Individual and family needs are explored in the context of educational policies, organizational dynamics, pupil adjustment and assessment, life cycle development, and advocacy.",3 unit(s),Letter Graded,C-,"SCWK 212, SCWK 214, SCWK 220, SCWK 221.",,,,,Upper,
119750,13,SCWK 192I - International Program Studies,SCWK 192I,SCWK,"Study Abroad and Away transfer credit course. Study Abroad and Away provides students the opportunity to study abroad on long term programs (Exchange Programs, CSU International Programs, and International Student Exchange Programs) and short-term programs (Faculty-Led Programs and Summer School Abroad Programs) for academic credit, offering Alternative Break Programs for cultural immersion, and designing other globally focused opportunities. This course is designated as a placeholder course for Study Abroad and Away programs.",1-6 unit(s),Mixed Grading,C-,,,,,,Upper,
119751,13,SCWK 247 - Collaborative Leadership in Social Service Contexts,SCWK 247,SCWK,"Theory and practice of cross-systems collaboration in social services, grounded in an ecological and systems perspective. Emphasizes collaborative leadership and effective interdisciplinary collaboration in addressing complex social problems.",1 unit(s),Letter Graded,C-,Undergraduates may enroll upon instructor approval.,,,,,Upper,
119752,13,SCWK 285ITL - Social Work and Social Problems: International Experience,SCWK 285ITL,SCWK,Examination of selected social problems related to the direct practice of social work that focuses on in-depth knowledge of the problems and of the required direct practice skills and techniques across cultures.,3 unit(s),Letter Graded,C-,,,,,,Lower,
119753,13,SCWK 265 - Child Welfare Practice in Public and Government Systems,SCWK 265,SCWK,"This course focuses on advanced child welfare practice relevant to public and government settings. It provides a transcultural, multi-systems approach to working with children, youth, families and communities within the child welfare system, and as they intersect with community-based organizations.",3 unit(s),Letter Graded,C-,SCWK 231,SCWK 232,,,,Upper,
119754,13,SCWK 267 - Advancing Child Welfare Practice Skills Through Simulation,SCWK 267,SCWK,"Advanced practice seminar that utilizes a simulation model to provide depth and breadth in knowledge and skill acquisition regarding engagement, assessment, and intervention that promote child safety and the well-being of children and families in the child welfare system.",1 unit(s),Credit/No Credit,C-,SCWK 231,SCWK 232,,,,Upper,
119755,13,SCWK 298A - Special Study A,SCWK 298A,SCWK,Planning and implementation of research emphasizing culturally appropriate measures and design strategies. First part of a two-part special project course in which students produce a professionally written project demonstrating an understanding of the knowledge base underlying social work issues and appropriate interventions.,1-4 unit(s),Credit/No Credit,C-,SCWK 242,,,,,Upper,
119756,13,SCWK 215 - Advanced Standing Bridge Integrated,SCWK 215,SCWK,"Summer bridge course for the Advanced Standing Masters of Social Work Program. It is intended to supplement the foundational knowledge, skills, and values developed by qualified students in respective BSW program.",4 unit(s),Letter Graded,C-,,,,,,Upper,
119757,13,SCWK 243 - Advanced Standing SW Bridge - Grad,SCWK 243,SCWK,Summer bridge course for the Advanced Standing Masters of Social Work Program. It is intended to supplement the foundational knowledge and skills needed for using research evidence to inform practice and policy.,2 unit(s),Letter Graded,C-,,,,,,Upper,
119758,13,ENGL 100WB - Written Communication: Business,ENGL 100WB,ENGL,"Written communications for business majors; includes minimum of 8,000 words of writing spaced throughout the semester.",3 unit(s),Letter Graded,C-,"A3 or equivalent second semester composition course (with a grade of C- or better); completion of core GE; satisfaction of Writing Skills Test or completion of ENGL 100A / LLD 100A with C or better; and upper division standing. Allowed Declared Majors: All Business Administration majors, Industrial Arts, Industrial Technology, Professional & Technical Writing, Public Relations, Hospitality Management, Organizational Studies. Or Graduate or Postbaccalaureate level.",,,,Writing in the Disciplines (WID).,Lower,Must be passed with C or better to satisfy the CSU Graduation Writing Assessment Requirement (GWAR).
119759,13,SE 116A - Introduction to Computer Graphics,SE 116A,SE,"Vector geometry, geometric transformations and the graphics pipeline. Basic raster graphics algorithms for drawing discrete lines, clipping, visible surface determination and shading. Display of curves and surfaces. Graphics data structures.",3 unit(s),Letter Graded,C-,"MATH 31 or MATH 31X, MATH 39, CS 146 (with a grade of \u201cC-\u201d or better in each) and previous programming experience in C/C++. Or instructor consent.",,,,,Upper,
119760,13,SE 116B - Computer Graphics Algorithms,SE 116B,SE,"In-depth discussion of algorithms and techniques used in computer graphics and their implementation. Topics include: animation, fractals, anti-aliasing, fill algorithms, visible surface algorithms, color and shading, ray tracing, radiosity and texture maps. Substantial programming required.",3 unit(s),Letter Graded,C-,CS 116A (with a grade of \u201cC-\u201d or better) or instructor consent.,,,,,Upper,Offered only occasionally.
119761,13,SE 123A - Bioinformatics I,SE 123A,SE,"Introduction to algorithms, tools, and databases of Bioinformatics. Biological foundations: central dogma; sequence databases; pairwise alignment algorithms and tools; Blast; phylogenetics. Possible additional topics: protein structure, multiple sequence alignment, next-gen sequencing, epigenetics, CRISPR. Project applying these approaches to real-world problems.",3 unit(s),Letter Graded,C-,"CS 46B or BIOL 31, or instructor consent. Allowed Declared Majors: Biology, Chemistry, and Computer Science.",,,,,Upper,
119762,13,SE 123B - Bioinformatics II,SE 123B,SE,"Advanced Bioinformatics algorithms, tools, databases. Biological background; protein structure/function; sequencing technology; sequence identification; transcriptomics; metagenomics; CRISPR. Possible additional topics: functional genomics; protein networks; drug discovery; pathway analysis; immunoinformatics; analysis pipelines; machine learning applications. Project applying advanced approaches to real-world problems.",3 unit(s),Letter Graded,C-,CS 123A / BIOL 123A / SE 123A.,,,,,Upper,
119763,13,SE 134 - Computer Game Design and Programming,SE 134,SE,"Architectures and object-oriented patterns for computer game design. Animation, simulation, user interfaces, graphics, and intelligent behaviors. Team projects using an existing game engine framework.",3 unit(s),Letter Graded,C-,CS 146 and either CS 151 or CMPE 135 (with a grade of \u201cC-\u201d or better in each); or instructor consent.,,,,,Upper,
119764,13,SE 152 - Programming Paradigms,SE 152,SE,"Programming language syntax and semantics. Data types and type checking. Scope, bindings, and environments. Functional and logic programming paradigms, and comparison to other paradigms. Extensive coverage of a functional language.",3 unit(s),Letter Graded,C-,"CS 151 or CMPE 135 (with a grade of \u201cC-\u201d or better); Computer Science, Applied and Computational Math or Software Engineering Majors only; or instructor consent.",,,,,Upper,
